id,nom,top,maitre,nat,nat1,title,sexe,mort,auction,auction1,start_year,img,total_amount,media1,surface,date,datesiecle,date20
145,LI Keran,0,0,China,Chine,Shaoshan-revolutionary sacred place of chairman [...],1,1,autres,Pékin,2012,308.jpg,17108911,D,D,1974,20th,1970
146,PICASSO Pablo,0,4,Spain,Europe,La grue,1,1,soth,New-York,2008,109.jpg,17100000,B,D,1951,20th,1950
147,QIAN Weicheng,0,0,China,Chine,Yandang Mountain,1,1,autres,Pékin,2010,110.jpg,17005600,D,D,18e,18th,none
148,MODIGLIANI Amedeo,0,0,Italy,Europe,Jeanne hebuterne au chapeau,1,1,soth,New-York,2010,111.jpg,17000000,A,D,1917,20th,1910
149,CÉZANNE Paul,0,0,USA,Etats-Unis,Joueur de cartes ,1,1,chris,New-York,2012,309.jpg,17000000,A,D,1892,19th,none
150,MATISSE Henri,0,0,France,Europe,Les pivoines ,1,1,chris,New-York,2012,310.jpg,17000000,A,D,1907,20th,1900
151,RODIN Auguste,0,0,France,Europe,Eve  grand modèle-version sans rocher,1,1,chris,New-York,2008,112.jpg,16900000,B,D,1881,19th,none
152,DEGAS Edgar,0,0,France,Europe,Petite danseuse de quatorze ans,1,1,soth,Londres,2009,113.jpg,16809100,B,D,1879-1881,19th,none
153,CÉZANNE Paul,0,0,France,Europe,Pichet et fruits sur une table,1,1,soth,Londres,2010,114.jpg,16749600,A,D,1893-1894,19th,none
154,GIACOMETTI Alberto,0,2,Switzerland,Europe,Trois hommes qui marchent I,1,1,soth,Londres,2008,115.jpg,16616028,B,D,1948,20th,1940
155,WANG Shimin,0,0,China,Chine,landscapes,1,1,autres,Pékin,2011,116.jpg,16569000,D,D,1647,17th,none
158,JAWLENSKY von Alexej,0,0,Russia,Russie,Schokko,1,1,soth,Londres,2008,117.jpg,16542960,A,D,1910,20th,1910
157,ROTHKO Mark,0,0,USA,Etats-Unis,White Cloud,1,1,chris,New-York,2011,118.jpg,16500000,A,D,1956,20th,1950
156,CALDER Alexander,0,0,USA,Etats-Unis,Lily of Force ,1,1,chris,New-York,2012,311.jpg,16500000,B,D,1945,20th,1940
159,HIRST Damien,0,0,Great Britain,Europe,The Golden Calf,1,2,soth,Londres,2008,119.jpg,16468000,B,D,2008,21th,2000
160,MONDRIAN Piet,0,0,Netherlands - Belgium,Europe,Composition avec grille 2,1,1,chris,Paris,2009,120.jpg,16381440,A,D,1918,20th,1910
161,WARHOL Andy,0,6,USA,Etats-Unis,Silver Liz,1,1,chris,New-York,2010,121.jpg,16300000,C,D,1963,20th,1960
162,CAILLEBOTTE Gustave,0,0,France,Europe,Le pont d'Argenteuil et la Seine,1,1,soth,New-York,2011,124.jpg,16000000,A,D,1883,19th,none
163,PICASSO Pablo,0,4,Spain,Europe,Deux personnages - Marie-Thérèse et sa soeur lisant,1,1,chris,New-York,2008,122.jpg,16000000,A,D,1934,20th,1930
164,PICASSO Pablo,0,4,Spain,Europe,Femme au chat assise dans un fauteuil,1,1,chris,New-York,2010,123.jpg,16000000,A,D,1964,20th,1960
166,RICHTER Gerhard,0,5,Germany,Europe,Gudrun,1,2,soth,New-York,2011,125.jpg,16000000,A,D,1987,20th,1980
165,PICASSO Pablo,0,4,Spain,Europe,Le baiser,1,1,chris,Londres,2010,126.jpg,15961320,A,D,1969,20th,1960
167,ZHU Da,0,0,China,Chine,Manedarin ducks and bamboo,1,1,autres,autres,2010,127.jpg,15931800,D,D,1705,18th,none
168,MORAN Thomas,0,0,Great Britain,Europe,Green River of Wyoming,1,1,chris,New-York,2008,128.jpg,15800000,A,D,1878,19th,none
169,MATISSE Henri,0,0,France,Europe,Odalisque jouant aux dames,1,1,soth,Londres,2010,129.jpg,15578850,A,D,1928,20th,1920
170,KLEIN Yves,0,0,France,Europe,IKB 1,1,1,soth,New-York,2008,130.jpg,15500000,A,D,1960,20th,1960
173,PICASSO Pablo,0,4,Spain,Europe,Le baiser,1,1,soth,New-York,2008,131.jpg,15500000,A,D,1969,20th,1960
171,RICHTER Gerhard,0,5,Germany,Europe,Abstraktes Bild,1,2,soth,New-York,2012,312.jpg,15500000,A,D,1932,20th,1930
172,TWOMBLY Cy,0,0,USA,Etats-Unis,Untitled (New York City) ,1,1,soth,New-York,2012,313.jpg,15500000,A,D,1970,20th,1970
174,WARHOL Andy,0,6,USA,Etats-Unis,Self-Portrait,1,1,chris,Londres,2011,132.jpg,15440640,C,D,1967,20th,1960
175,WU Guanzhong,0,0,China,Chine,Lion Woods,1,1,autres,Pékin,2011,133.jpg,15440000,D,D,1988,20th,1980
176,GIACOMETTI Alberto,0,2,Switzerland,Europe,Trois hommes qui marchent II,1,1,soth,Londres,2011,134.jpg,15408050,B,D,1948,20th,1940
177,PICASSO Pablo,0,4,Spain,Europe,Buste de Françoise,1,1,chris,Londres,2011,135.jpg,15361500,A,D,1946,20th,1940
178,PICASSO Pablo,0,4,Spain,Europe,Femme à la Fenêtre (Marie-Thérèse) ,1,1,soth,New-York,2012,314.jpg,15300000,A,D,1936,20th,1930
179,HIRST Damien,0,0,Great Britain,Europe,The Kingdom,1,2,soth,Londres,2008,136.jpg,15215000,B,D,2008,21th,2000
182,MIRO Joan,0,0,Spain,Europe,La caresse des étoiles,1,1,chris,New-York,2008,137.jpg,15200000,A,D,1938,20th,1930
181,KOONS Jeff,0,0,USA,Etats-Unis,Pink panther,1,2,soth,New-York,2011,140.jpg,15000000,B,D,1988,20th,1980
183,KOONS Jeff,0,0,USA,Etats-Unis,Balloon Flower - Blue,1,2,chris,New-York,2010,139.jpg,15000000,B,D,1995 2000,20th,1990
184,KANDINSKY Wassily,0,0,Russia,Russie,Studie zu Improvisation 3,1,1,chris,New-York,2008,138.jpg,15000000,A,D,1909,20th,1900
180,TITIAN,0,0,Italy,Europe,A Sacra Conversazione: the Madonna and Child,1,1,soth,New-York,2011,141.jpg,15000000,A,D,16e,16th,none
185,RICHTER Gerhard,0,5,Germany,Europe,Abstraktes Bild ,1,2,soth,New-York,2012,315.jpg,15000000,A,D,1992,20th,1990
186,SAN Yu,0,0,China,Chine,Five Nudes,1,1,autres,Hong-Kong,2011,142.jpg,14726560,A,D,1950-1959,20th,1950
187,SU Shi,0,0,China,Chine,Bamboo and Stone,1,1,autres,Pékin,2011,143.jpg,14677500,D,D,none,none,none
189,RICHTER Gerhard,0,5,Germany,Europe,Kerze - Candle -,1,2,chris,Londres,2011,144.jpg,14630760,A,D,1982,20th,1980
188,GRIS Juan,0,0,Spain,Europe,Le livre ,1,1,chris,Londres,2012,316.jpg,14525880,A,D,1915,20th,1910
190,ERNST Max,0,0,Germany,Europe,The Stolen Mirror,1,1,chris,New-York,2011,145.jpg,14500000,A,D,1941,20th,1940
191,WARHOL Andy,0,6,USA,Etats-Unis,Silver Liz,1,1,chris,New-York,2011,146.jpg,14500000,A,D,1963,20th,1960
192,BASQUIAT Jean-Michel,0,0,USA,Etats-Unis,Untitled ,1,1,autres,New-York,2012,317.jpg,14500000,A,D,1981,20th,1980
193,DALI Salvador,0,0,Spain,Europe,Printemps nécrophilique ,1,1,soth,New-York,2012,318.jpg,14500000,A,D,1936,20th,1930
194,WARHOL Andy,0,6,USA,Etats-Unis,Suicide,1,1,soth,New-York,2012,319.jpg,14500000,C,D,1964,20th,1960
195,LI Keran,0,0,China,Chine,Long march,1,1,autres,Pékin,2010,147.jpg,14486400,D,D,1959,20th,1950
196,MONET Claude,0,3,France,Europe,Dans la prairie,1,1,chris,Londres,2009,148.jpg,14381000,A,D,1876,19th,none
197,ZENG GONG,0,0,China,Chine,letter leaf - Standard Script calligraphy,1,1,autres,Pékin,2009,149.jpg,14210500,D,D,none,20th,none
198,VAN GOGH Vincent,0,0,Netherlands - Belgium,Europe,Vue de l'asile et de la Chapelle de Saint Rémy ,1,1,chris,Londres,2012,320.jpg,14210100,A,D,1889,19th,none
199,STUBBS George,0,0,Great Britain,Europe,Brood Mares and Foals,1,1,soth,Londres,2010,150.jpg,14187600,A,D,1767,18th,none
201,CUI Ruzhuo,0,0,China,Chine,Lotus,1,2,chris,Hong-Kong,2011,151.jpg,14113000,D,D,2011,21th,2010
200,RICHTER Gerhard,0,5,Germany,Europe,Kerze,1,2,soth,Londres,2008,152.jpg,14092080,A,D,1983,20th,1980
202,MATISSE Henri,0,0,France,Europe,La fenêtre ouverte,1,1,chris,New-York,2011,153.jpg,14000000,A,D,1911,20th,1910
203,WANG Zhenpeng,0,0,China,Chine,Landscape ,1,1,autres,Pékin,2012,321.jpg,13940594,D,D,1323,14th,none
204,RICHTER Gerhard,0,5,Germany,Europe,Abstraktes Bild ,1,2,chris,Londres,2012,322.jpg,13894320,A,D,1994,20th,1990
206,PICASSO Pablo,0,4,Spain,Europe,Tête de femme,1,1,soth,Londres,2008,154.jpg,13853268,B,D,1906-1907,20th,1900
205,RICHTER Gerhard,0,5,Germany,Europe,Abstraktes Bild (779-2),1,2,chris,New-York,2012,323.jpg,13600000,A,D,1992,20th,1990
207,WU Hufan,0,0,China,Chine,Landscape,1,1,autres,autres,2011,155.jpg,13553600,D,D,1954,20th,1950
208,MURAKAMI Takashi,0,0,Japan,Japon,My Lonesome Cowboy,1,2,soth,New-York,2008,157.jpg,13500000,B,D,1998,20th,1990
209,MONET Claude,0,3,France,Europe,Effet de printemps à Giverny,1,1,soth,New-York,2010,158.jpg,13500000,A,D,1890,19th,none
210,RICHTER Gerhard,0,5,Germany,Europe,Abstraktes Bild,1,2,soth,New-York,2008,156.jpg,13500000,A,D,none,none,none
211,TWOMBLY Cy,0,0,USA,Etats-Unis,Unititled,1,1,chris,New-York,2011,159.jpg,13500000,A,D,1967,20th,1960
212,WARHOL Andy,0,6,USA,Etats-Unis,Green Disaster Twice,1,1,soth,New-York,2012,324.jpg,13500000,C,D,1963,20th,1960
213,MONET Claude,0,3,France,Europe,La plage à Trouville,1,1,soth,Londres,2008,160.jpg,13458588,A,D,1870,19th,none
214,MATISSE Henri,0,0,France,Europe,Nu au coussin bleu,1,1,chris,New-York,2010,161.jpg,13400000,A,D,1924,20th,1920
215,ZAMPIERI Domenico,0,0,Italy,Europe,Saint John the Evangelist,1,1,chris,Londres,2009,162.jpg,13357800,A,D,1624-1629,17th,none
216,LI Keran,0,0,China,Chine,The Long March,1,1,autres,Pékin,2010,163.jpg,13226400,D,D,1978,20th,1970
217,ZHANG Daqian,0,0,China,Chine,Aachensee Lake,1,1,autres,Pékin,2010,164.jpg,13203000,D,D,1968,20th,1960
218,BRANCUSI Constantin,0,0,Romania,Europe,Le premier cri,1,1,chris,New-York,2011,166.jpg,13200000,B,D,1917,20th,1910
219,RICHTER Gerhard,0,5,Germany,Europe,Abstraktes Bild - 710,1,2,chris,New-York,2008,165.jpg,13200000,A,D,1989,20th,1990
220,MIRO Joan,0,0,Spain,Europe,Tête humaine ,1,1,soth,New-York,2012,325.jpg,13200000,A,D,1931,20th,1930
221,HONG Yi,0,0,China,Chine,Figure,1,1,autres,Pékin,2011,167.jpg,13115500,D,D,1939,20th,1930
222,LÉGER Fernand,0,0,France,Europe,La tasse de thé,1,1,chris,Paris,2009,168.jpg,13053960,A,D,1921,20th,1920
223,GIACOMETTI Alberto,0,2,Switzerland,Europe,La Place II,1,1,chris,New-York,2008,170.jpg,13000000,B,D,1948,20th,1940
224,GIACOMETTI Alberto,0,2,Switzerland,Europe,Caroline,1,1,soth,New-York,2008,169.jpg,13000000,A,D,1963,20th,1960
225,PICASSO Pablo,0,4,Spain,Europe,Mousquetaire à la pipe,1,1,chris,New-York,2009,173.jpg,13000000,A,D,1968,20th,1960
227,RAUSCHENBERG Robert,0,0,USA,Etats-Unis,Overdrive,1,1,soth,New-York,2008,171.jpg,13000000,A,D,1963,20th,1960
228,RICHTER Gerhard,0,5,Germany,Europe,Abstraktes Bild - 625,1,2,chris,New-York,2008,172.jpg,13000000,A,D,1987,20th,1980
226,PICASSO Pablo,0,4,Spain,Europe,Tête de femme,1,1,soth,Londres,2008,174.jpg,12998040,A,D,1938,20th,1930
229,RENOIR Auguste,0,0,France,Europe,La loge ou L’avant-scène,1,1,soth,Londres,2008,175.jpg,12998040,A,D,1874,19th,none
230,QI Baishi,0,0,China,Chine,Banana trees,1,1,autres,autres,2011,176.jpg,12765600,D,D,none,none,none
232,RICHTER Gerhard,0,5,Germany,Europe,Zwei Liebespaare,1,2,chris,Londres,2008,177.jpg,12736750,A,D,1966,20th,1960
231,FONTANA Lucio,0,0,Argentina,Argentine,Concetto Spaziale  la fin di dio,1,1,chris,Londres,2008,178.jpg,12696000,A,D,1963,20th,1960
233,FU Baoshi,0,0,China,Chine,Composition of dufu’s poem ,1,1,autres,Pékin,2012,326.jpg,12673267,D,D,1944,20th,1940
234,CHIRICO de Giorgio,0,0,Italy,Europe,Il Ritornante,1,1,chris,Paris,2009,179.jpg,12542040,A,D,1918,20th,1910
235,BACON Francis,0,1,Great Britain,Europe,Figure in Movthnt,1,1,soth,New-York,2010,182.jpg,12500000,A,D,1985,20th,1980
236,DERAIN André,0,0,France,Europe,Barques au port de Collioure,1,1,soth,New-York,2009,181.jpg,12500000,A,D,1905,20th,1900
237,LICHTENSTEIN Roy,0,0,USA,Etats-Unis,Ice Cream Soda,1,1,soth,New-York,2010,183.jpg,12500000,A,D,1962,20th,1960
238,RICHTER Gerhard,0,5,Germany,Europe,Abstraktes Bild,1,2,soth,New-York,2011,184.jpg,12500000,A,D,1992,20th,1990
239,STILL Clyfford,0,0,USA,Etats-Unis,1946 - PH 182,1,1,chris,New-York,2008,180.jpg,12500000,A,D,1946,20th,1940
241,KOONING de Willem,0,0,USA,Etats-Unis,Untitled I ,1,1,chris,New-York,2012,327.jpg,12500000,A,D,1980,20th,1980
240,QI Baishi,0,0,China,Chine,flowers and insects,1,1,autres,Pékin,2009,185.jpg,12452500,D,D,1947,20th,1940
242,HALS Frans I,0,0,Netherlands - Belgium,Europe,Portrait of Willem van heythuysen  seated on a Chair and holding a hunt,1,1,soth,Londres,2008,186.jpg,12433680,A,D,1864,19th,none
246,QI Baishi,0,0,China,Chine,Flowers and birds,1,1,autres,Pékin,2011,187.jpg,12368000,A,D,fin 19e début 20e,none,none
244,SIGNAC Paul,0,0,France,Europe,"La Corne d'Or, Constantinople ",1,1,chris,Londres,2012,328.jpg,12315420,A,D,1907,20th,1900
245,MODIGLIANI Amedeo,0,0,Italy,Europe,Jeanne Hébuterne au collier,1,1,soth,New-York,2010,189.jpg,12250000,A,D,1916-17,20th,1910
243,VAN DONGEN Kees,0,0,Netherlands - Belgium,Europe,Jeune arabe,1,1,soth,New-York,2009,188.jpg,12250000,A,D,1910-1911,20th,1910
247,MIRO Joan,0,0,Spain,Europe,"Peinture (Femme, Journal, Chien) ",1,1,chris,New-York,2012,329.jpg,12200000,A,D,1925,20th,1920
248,ZHOU Zhimian,0,0,China,Chine,Flowers,1,1,autres,Pékin,2010,190.jpg,12174300,A,D,16e,16th,none
249,RUBENS Peter Paul,0,0,Netherlands - Belgium,Europe,Portrait of a commander,1,1,chris,Londres,2010,191.jpg,12115200,A,D,17e,17th,none
250,DYCK van Anthonius,0,0,Netherlands - Belgium,Europe,Self Portrait,1,1,soth,Londres,2009,192.jpg,12072360,A,D,17e,17th,none
251,BASQUIAT Jean-Michel,0,0,USA,Etats-Unis,Boxer,1,1,chris,New-York,2008,193.jpg,12000000,A,D,1982,20th,1980
252,DIEBENKORN Richard,0,0,USA,Etats-Unis,Ocean Park # 48 ,1,1,chris,New-York,2012,330.jpg,12000000,A,D,1971,20th,1970
253,PICASSO Pablo,0,4,Spain,Europe,Le Viol ,1,1,soth,New-York,2012,331.jpg,12000000,D,D,1940,20th,1940
254,WARHOL Andy,0,6,USA,Etats-Unis,Mao ,1,1,autres,New-York,2012,332.jpg,12000000,C,D,1973,20th,1970
255,XU Yang,0,0,China,Chine,Landscape,1,1,autres,Pékin,2010,194.jpg,11971800,D,D,18e,18th,none
256,PICASSO Pablo,0,4,Spain,Europe,Femme assise ,1,1,chris,Londres,2012,333.jpg,11927440,A,D,1949,20th,1940
257,BACON Francis,0,1,Great Britain,Europe,Crouching Nude,1,1,soth,Londres,2011,195.jpg,11825940,A,D,1961,20th,1960
258,VAN GOGH Vincent,0,0,Netherlands - Belgium,Europe,Parc de l'hôpital Saint Paul,1,1,chris,Londres,2010,196.jpg,11823200,A,D,1889,19th,none
259,REMBRANDT VAN RIJN,0,0,Netherlands - Belgium,Europe,A man in a gorget and cap,1,1,chris,Londres,2012,334.jpg,11758500,A,D,17e,17th,none
260,FONTANA Lucio,0,0,Argentina,Argentine,Concetto Spaziale  Attesa,1,1,chris,Londres,2008,197.jpg,11757000,A,D,1965,20th,1960
261,RICHTER Gerhard,0,5,Germany,Europe,Matrosen - Sailors,1,2,soth,New-York,2010,198.jpg,11750000,A,D,1966,20th,1960
262,QIAN LONG Emperor,0,0,China,Chine,An Old Cypress,1,1,autres,Pékin,2010,199.jpg,11723400,D,D,1750,18th,none
263,PICASSO Pablo,0,4,Spain,Europe,Buste de femme ,1,1,chris,New-York,2012,335.jpg,11600000,A,D,1937,20th,1930
264,MONET Claude,0,3,France,Europe,L'Entrée de Giverny en Hiver ,1,1,soth,Londres,2012,336.jpg,11557360,A,D,1885,19th,none
265,RICHTER Gerhard,0,5,Germany,Europe,Zwei Kerzen,1,2,chris,New-York,2010,201.jpg,11500000,A,D,1982,20th,1980
266,TURNER J.M. William,0,0,Great Britain,Europe,The Temple of Jupiter Panellenius restored,1,1,soth,New-York,2009,200.jpg,11500000,A,D,19th,19th,none
267,PICASSO Pablo,0,4,Spain,Europe,Tête de femme - Jacqueline,1,1,chris,Londres,2010,202.jpg,11473920,A,D,1963,20th,1960
268,FU Baoshi,0,0,China,Chine,Song of a pipa player,1,1,autres,Pékin,2011,203.jpg,11412000,D,D,1945,20th,1940
269,QI Baishi,0,0,China,Chine,Ode of Motherland,1,1,autres,Pékin,2012,337.jpg,11405941,D,D,1954,20th,1950
204,BASQUIAT Jean-Michel,0,0,USA,Etats-Unis,Palm Springs Jump,1,1,chris,Londres,2008,204.jpg,11365100,A,D,1982,20th,1980
338,BASQUIAT Jean-Michel,0,0,USA,Etats-Unis,Irony of Negro Policeman ,1,1,autres,Londres,2012,338.jpg,11315080,A,D,1981,20th,1980
339,BRANCUSI Constantin,0,0,Romania,Europe,Prométhée ,1,1,soth,New-York,2012,339.jpg,11250000,A,D,1911,20th,1910
206,KLEIN Yves,0,0,France,Europe,Anthropométrie Le Buffle - ANT 93,1,1,chris,New-York,2010,206.jpg,11000000,A,D,1960-1961,20th,1960
205,PICASSO Pablo,0,4,Spain,Europe,Partition  guitare  compotiier,1,1,chris,New-York,2008,205.jpg,11000000,A,D,1924,20th,1920
